materials,property,LSm,HSm,dCSm,pCHa,FLs,ECSm,EISm,EASm,EFs,AEAHa,RSm,ARpHa,MdLSm,DSm,AqHa,ENSm,NdSm
PPCC-1-Zr,-0.98022,-2.7471,-2.8313,1.7376,-2.61466,-3.3424,-6.2538,6.634,0.426,9.50169,1.17053,1.55,0.811,3.4,6.511,-1.51934,1.33,2.0
PPNN-1-Ag,0.6905,-3.8403,-4.5659,-3.7706,-4.08175,-3.081,-2.0183,7.576,1.302,5.46844,0.4095,1.6,0.7505,4.45,10.49,-0.25376,1.93,10.0
PPNN-1-Cd,0.61026,-0.7368,-5.4994,-7.6339,-4.08175,-3.081,-0.3509,8.994,0.0,5.46844,0.4095,1.55,0.7505,4.05,8.65,-0.25376,1.69,10.0
PPNN-1-Fe,0.06123,-4.2604,-4.3671,-1.1981,-4.08175,-3.081,-4.8008,7.903,0.163,5.46844,0.4095,1.4,0.7505,4.93,7.874,-0.25376,1.83,6.0
PPNN-1-Hf,-2.03896,-2.9349,-4.3792,2.1396,-4.08175,-3.081,-6.4029,6.825,0.0,5.46844,0.4095,1.55,0.7505,3.55,13.31,-0.25376,1.3,2.0
PPNN-1-Hg,-0.08111,-0.7065,-6.681,-6.1561,-4.08175,-3.081,0.3374,10.438,0.0,5.46844,0.4095,1.5,0.7505,4.2,13.534,-0.25376,2.0,10.0
PPNN-1-Ir,0.44948,-4.9944,-5.0181,-2.4149,-4.08175,-3.081,-7.0859,9.12,1.57,5.46844,0.4095,1.35,0.7505,5.55,22.56,-0.25376,2.2,7.0
PPNN-1-Mn,-0.17184,-3.4853,-4.3042,-0.5789,-4.08175,-3.081,-3.1315,7.434,0.0,5.46844,0.4095,1.4,0.7505,4.45,7.47,-0.25376,1.55,5.0
PPNN-1-Pd,0.41032,-3.2381,-3.9768,-1.4843,-4.08175,-3.081,-3.0964,8.337,0.557,5.46844,0.4095,1.4,0.7505,5.45,12.023,-0.25376,2.2,10.0
PPNN-1-Pt,-0.46578,-4.9378,-5.5279,-2.3468,-4.08175,-3.081,-4.9436,9.02,2.128,5.46844,0.4095,1.35,0.7505,5.65,21.45,-0.25376,2.28,9.0
PPNN-1-Rh,0.70489,-3.2357,-3.9932,-1.7582,-4.08175,-3.081,-5.4804,7.459,1.137,5.46844,0.4095,1.35,0.7505,5.4,12.45,-0.25376,2.28,8.0
PPNN-1-Sc,-1.48154,-3.2576,-3.8073,2.2982,-4.08175,-3.081,-4.1601,6.562,0.188,5.46844,0.4095,1.6,0.7505,3.25,2.985,-0.25376,1.36,1.0
PPNN-1-Y,-1.56848,-2.4603,-3.602,2.5942,-4.08175,-3.081,-4.2729,6.22,0.307,5.46844,0.4095,1.8,0.7505,3.2,4.472,-0.25376,1.22,1.0
PPNN-1-Zn,-0.33292,-0.6498,-5.8522,-6.6672,-4.08175,-3.081,-0.717,9.394,0.0,5.46844,0.4095,1.35,0.7505,4.1,7.14,-0.25376,1.65,10.0
PPNN-1-Zr,-1.5871,-2.7471,-2.8313,1.7376,-4.08175,-3.081,-6.2538,6.634,0.426,5.46844,0.4095,1.55,0.7505,3.4,6.511,-0.25376,1.33,2.0
PPOO-1-Ag,-0.37791,-3.8403,-4.5659,-3.7706,-6.16306,-2.4907,-2.0183,7.576,1.302,3.85162,1.1035,1.6,0.7095,4.45,10.49,-0.85459,1.93,10.0
PPOO-1-Au,-0.08769,-5.2426,-5.9456,-3.2861,-6.16306,-2.4907,-2.4188,9.225,2.309,3.85162,1.1035,1.35,0.7095,5.15,19.3,-0.85459,2.54,10.0
PPOO-1-Cd,0.21552,-0.7368,-5.4994,-7.6339,-6.16306,-2.4907,-0.3509,8.994,0.0,3.85162,1.1035,1.55,0.7095,4.05,8.65,-0.85459,1.69,10.0
PPOO-1-Co,-0.18249,-3.9152,-3.9463,-1.6744,-6.16306,-2.4907,-5.1966,7.881,0.66,3.85162,1.1035,1.35,0.7095,5.1,8.9,-0.85459,1.88,7.0
PPOO-1-Fe,-0.53093,-4.2604,-4.3671,-1.1981,-6.16306,-2.4907,-4.8008,7.903,0.163,3.85162,1.1035,1.4,0.7095,4.93,7.874,-0.85459,1.83,6.0
PPOO-1-Hg,-1.49258,-0.7065,-6.681,-6.1561,-6.16306,-2.4907,0.3374,10.438,0.0,3.85162,1.1035,1.5,0.7095,4.2,13.534,-0.85459,2.0,10.0
PPOO-1-Ir,-0.02054,-4.9944,-5.0181,-2.4149,-6.16306,-2.4907,-7.0859,9.12,1.57,3.85162,1.1035,1.35,0.7095,5.55,22.56,-0.85459,2.2,7.0
PPOO-1-Rh,0.36632,-3.2357,-3.9932,-1.7582,-6.16306,-2.4907,-5.4804,7.459,1.137,3.85162,1.1035,1.35,0.7095,5.4,12.45,-0.85459,2.28,8.0
PPOO-1-Sc,-1.49755,-3.2576,-3.8073,2.2982,-6.16306,-2.4907,-4.1601,6.562,0.188,3.85162,1.1035,1.6,0.7095,3.25,2.985,-0.85459,1.36,1.0
PPOO-1-Y,-1.59005,-2.4603,-3.602,2.5942,-6.16306,-2.4907,-4.2729,6.22,0.307,3.85162,1.1035,1.8,0.7095,3.2,4.472,-0.85459,1.22,1.0
PPOO-1-Zn,0.17188,-0.6498,-5.8522,-6.6672,-6.16306,-2.4907,-0.717,9.394,0.0,3.85162,1.1035,1.35,0.7095,4.1,7.14,-0.85459,1.65,10.0
SSCC-1-Ag,-0.08604,-3.8403,-4.5659,-3.7706,-3.64203,-3.1765,-2.0183,7.576,1.302,9.66138,1.83403,1.6,0.7495,4.45,10.49,-0.77023,1.93,10.0
SSCC-1-Au,-0.52559,-5.2426,-5.9456,-3.2861,-3.64203,-3.1765,-2.4188,9.225,2.309,9.66138,1.83403,1.35,0.7495,5.15,19.3,-0.77023,2.54,10.0
SSCC-1-Cd,0.29302,-0.7368,-5.4994,-7.6339,-3.64203,-3.1765,-0.3509,8.994,0.0,9.66138,1.83403,1.55,0.7495,4.05,8.65,-0.77023,1.69,10.0
SSCC-1-Co,0.64698,-3.9152,-3.9463,-1.6744,-3.64203,-3.1765,-5.1966,7.881,0.66,9.66138,1.83403,1.35,0.7495,5.1,8.9,-0.77023,1.88,7.0
SSCC-1-Cr,-0.55143,-1.6383,-3.5634,-0.0056,-3.64203,-3.1765,-3.5882,6.767,0.666,9.66138,1.83403,1.4,0.7495,4.65,7.19,-0.77023,1.66,5.0
SSCC-1-Cu,0.85755,-3.9515,-4.7251,-2.3336,-3.64203,-3.1765,-3.0383,7.727,1.227,9.66138,1.83403,1.35,0.7495,4.55,8.96,-0.77023,1.9,10.0
SSCC-1-Fe,-0.60824,-4.2604,-4.3671,-1.1981,-3.64203,-3.1765,-4.8008,7.903,0.163,9.66138,1.83403,1.4,0.7495,4.93,7.874,-0.77023,1.83,6.0
SSCC-1-Hf,-1.65622,-2.9349,-4.3792,2.1396,-3.64203,-3.1765,-6.4029,6.825,0.0,9.66138,1.83403,1.55,0.7495,3.55,13.31,-0.77023,1.3,2.0
SSCC-1-Hg,0.55787,-0.7065,-6.681,-6.1561,-3.64203,-3.1765,0.3374,10.438,0.0,9.66138,1.83403,1.5,0.7495,4.2,13.534,-0.77023,2.0,10.0
SSCC-1-Ir,-0.42377,-4.9944,-5.0181,-2.4149,-3.64203,-3.1765,-7.0859,9.12,1.57,9.66138,1.83403,1.35,0.7495,5.55,22.56,-0.77023,2.2,7.0
SSCC-1-Mn,-0.30788,-3.4853,-4.3042,-0.5789,-3.64203,-3.1765,-3.1315,7.434,0.0,9.66138,1.83403,1.4,0.7495,4.45,7.47,-0.77023,1.55,5.0
SSCC-1-Nb,-1.52915,-1.9019,-3.643,1.3534,-3.64203,-3.1765,-6.5678,6.759,0.892,9.66138,1.83403,1.45,0.7495,4.0,8.57,-0.77023,1.6,4.0
SSCC-1-Ni,0.91616,-3.7066,-3.88,-1.5395,-3.64203,-3.1765,-4.4744,7.64,1.16,9.66138,1.83403,1.35,0.7495,5.2,8.908,-0.77023,1.91,8.0
SSCC-1-Os,-0.39472,-4.6506,-5.2144,-1.7538,-3.64203,-3.1765,-7.8962,8.71,1.1,9.66138,1.83403,1.3,0.7495,5.4,22.59,-0.77023,2.2,6.0
SSCC-1-Pd,0.25522,-3.2381,-3.9768,-1.4843,-3.64203,-3.1765,-3.0964,8.337,0.557,9.66138,1.83403,1.4,0.7495,5.45,12.023,-0.77023,2.2,10.0
SSCC-1-Pt,0.23939,-4.9378,-5.5279,-2.3468,-3.64203,-3.1765,-4.9436,9.02,2.128,9.66138,1.83403,1.35,0.7495,5.65,21.45,-0.77023,2.28,9.0
SSCC-1-Rh,0.06428,-3.2357,-3.9932,-1.7582,-3.64203,-3.1765,-5.4804,7.459,1.137,9.66138,1.83403,1.35,0.7495,5.4,12.45,-0.77023,2.28,8.0
SSCC-1-Ru,-0.5619,-3.7016,-4.6195,-1.515,-3.64203,-3.1765,-6.5823,7.361,1.05,9.66138,1.83403,1.3,0.7495,5.4,12.37,-0.77023,2.2,7.0
SSCC-1-Sc,-0.71893,-3.2576,-3.8073,2.2982,-3.64203,-3.1765,-4.1601,6.562,0.188,9.66138,1.83403,1.6,0.7495,3.25,2.985,-0.77023,1.36,1.0
SSCC-1-Ta,-1.9741,-2.3395,-4.1118,1.7577,-3.64203,-3.1765,-7.9459,7.89,0.32,9.66138,1.83403,1.45,0.7495,4.05,16.65,-0.77023,1.5,3.0
SSCC-1-Ti,-1.45801,-2.8395,-2.8715,1.57,-3.64203,-3.1765,-5.4049,6.828,0.079,9.66138,1.83403,1.4,0.7495,3.65,4.507,-0.77023,1.54,2.0
SSCC-1-V,-1.20416,-1.7318,-2.8683,1.1689,-3.64203,-3.1765,-5.0589,6.746,0.524,9.66138,1.83403,1.35,0.7495,4.25,6.11,-0.77023,1.63,3.0
SSCC-1-Y,-0.74485,-2.4603,-3.602,2.5942,-3.64203,-3.1765,-4.2729,6.22,0.307,9.66138,1.83403,1.8,0.7495,3.2,4.472,-0.77023,1.22,1.0
SSCC-1-Zn,0.45126,-0.6498,-5.8522,-6.6672,-3.64203,-3.1765,-0.717,9.394,0.0,9.66138,1.83403,1.35,0.7495,4.1,7.14,-0.77023,1.65,10.0
SSCC-1-Zr,-1.23033,-2.7471,-2.8313,1.7376,-3.64203,-3.1765,-6.2538,6.634,0.426,9.66138,1.83403,1.55,0.7495,3.4,6.511,-0.77023,1.33,2.0
SSNN-1-Au,-0.14675,-5.2426,-5.9456,-3.2861,-3.97496,-3.2393,-2.4188,9.225,2.309,6.48821,1.073,1.35,0.689,5.15,19.3,0.50017,2.54,10.0
SSNN-1-Cd,0.50727,-0.7368,-5.4994,-7.6339,-3.97496,-3.2393,-0.3509,8.994,0.0,6.48821,1.073,1.55,0.689,4.05,8.65,0.50017,1.69,10.0
SSNN-1-Co,1.05097,-3.9152,-3.9463,-1.6744,-3.97496,-3.2393,-5.1966,7.881,0.66,6.48821,1.073,1.35,0.689,5.1,8.9,0.50017,1.88,7.0
SSNN-3-Co,0.79426,-3.9152,-3.9463,-1.6744,-3.63473,-3.1863,-5.1966,7.881,0.66,4.73436,1.07273,1.35,0.689,5.1,8.9,0.53721,1.88,7.0
SSNN-1-Cu,0.22018,-3.9515,-4.7251,-2.3336,-3.97496,-3.2393,-3.0383,7.727,1.227,6.48821,1.073,1.35,0.689,4.55,8.96,0.50017,1.9,10.0
SSNN-1-Fe,0.33474,-4.2604,-4.3671,-1.1981,-3.97496,-3.2393,-4.8008,7.903,0.163,6.48821,1.073,1.4,0.689,4.93,7.874,0.50017,1.83,6.0
SSNN-1-Ir,0.52015,-4.9944,-5.0181,-2.4149,-3.97496,-3.2393,-7.0859,9.12,1.57,6.48821,1.073,1.35,0.689,5.55,22.56,0.50017,2.2,7.0
SSNN-1-Ni,0.39948,-3.7066,-3.88,-1.5395,-3.97496,-3.2393,-4.4744,7.64,1.16,6.48821,1.073,1.35,0.689,5.2,8.908,0.50017,1.91,8.0
SSNN-1-Os,0.13256,-4.6506,-5.2144,-1.7538,-3.97496,-3.2393,-7.8962,8.71,1.1,6.48821,1.073,1.3,0.689,5.4,22.59,0.50017,2.2,6.0
SSNN-1-Pd,-0.45289,-3.2381,-3.9768,-1.4843,-3.97496,-3.2393,-3.0964,8.337,0.557,6.48821,1.073,1.4,0.689,5.45,12.023,0.50017,2.2,10.0
SSNN-1-Pt,-0.76512,-4.9378,-5.5279,-2.3468,-3.97496,-3.2393,-4.9436,9.02,2.128,6.48821,1.073,1.35,0.689,5.65,21.45,0.50017,2.28,9.0
SSNN-1-Rh,0.64859,-3.2357,-3.9932,-1.7582,-3.97496,-3.2393,-5.4804,7.459,1.137,6.48821,1.073,1.35,0.689,5.4,12.45,0.50017,2.28,8.0
SSNN-1-Ru,-0.64729,-3.7016,-4.6195,-1.515,-3.97496,-3.2393,-6.5823,7.361,1.05,6.48821,1.073,1.3,0.689,5.4,12.37,0.50017,2.2,7.0
SSNN-1-Sc,-1.73789,-3.2576,-3.8073,2.2982,-3.97496,-3.2393,-4.1601,6.562,0.188,6.48821,1.073,1.6,0.689,3.25,2.985,0.50017,1.36,1.0
SSNN-1-Ti,-1.6511,-2.8395,-2.8715,1.57,-3.97496,-3.2393,-5.4049,6.828,0.079,6.48821,1.073,1.4,0.689,3.65,4.507,0.50017,1.54,2.0
SSNN-1-Y,-1.6138,-2.4603,-3.602,2.5942,-3.97496,-3.2393,-4.2729,6.22,0.307,6.48821,1.073,1.8,0.689,3.2,4.472,0.50017,1.22,1.0
SSNN-1-Zn,-0.26046,-0.6498,-5.8522,-6.6672,-3.97496,-3.2393,-0.717,9.394,0.0,6.48821,1.073,1.35,0.689,4.1,7.14,0.50017,1.65,10.0
SSOO-1-Co,0.17238,-3.9152,-3.9463,-1.6744,-5.77982,-2.6581,-5.1966,7.881,0.66,3.98245,1.767,1.35,0.648,5.1,8.9,-0.05181,1.88,7.0
SSOO-1-Ir,-1.97225,-4.9944,-5.0181,-2.4149,-5.77982,-2.6581,-7.0859,9.12,1.57,3.98245,1.767,1.35,0.648,5.55,22.56,-0.05181,2.2,7.0
SSOO-1-Os,-0.77404,-4.6506,-5.2144,-1.7538,-5.77982,-2.6581,-7.8962,8.71,1.1,3.98245,1.767,1.3,0.648,5.4,22.59,-0.05181,2.2,6.0
SSOO-1-Pd,0.83757,-3.2381,-3.9768,-1.4843,-5.77982,-2.6581,-3.0964,8.337,0.557,3.98245,1.767,1.4,0.648,5.45,12.023,-0.05181,2.2,10.0
SSOO-1-Rh,0.58228,-3.2357,-3.9932,-1.7582,-5.77982,-2.6581,-5.4804,7.459,1.137,3.98245,1.767,1.35,0.648,5.4,12.45,-0.05181,2.28,8.0
SSOO-1-Y,-1.30562,-2.4603,-3.602,2.5942,-5.77982,-2.6581,-4.2729,6.22,0.307,3.98245,1.767,1.8,0.648,3.2,4.472,-0.05181,1.22,1.0
SSOO-1-Zn,0.54143,-0.6498,-5.8522,-6.6672,-5.77982,-2.6581,-0.717,9.394,0.0,3.98245,1.767,1.35,0.648,4.1,7.14,-0.05181,1.65,10.0
SSPP-1-Au,0.34806,-5.2426,-5.9456,-3.2861,-4.94177,-2.4057,-2.4188,9.225,2.309,10.56244,1.4095,1.35,0.9165,5.15,19.3,-2.4046,2.54,10.0
SSPP-1-Co,0.70759,-3.9152,-3.9463,-1.6744,-4.94177,-2.4057,-5.1966,7.881,0.66,10.56244,1.4095,1.35,0.9165,5.1,8.9,-2.4046,1.88,7.0
SSPP-1-Cu,-0.27883,-3.9515,-4.7251,-2.3336,-4.94177,-2.4057,-3.0383,7.727,1.227,10.56244,1.4095,1.35,0.9165,4.55,8.96,-2.4046,1.9,10.0
SSPP-1-Fe,0.13576,-4.2604,-4.3671,-1.1981,-4.94177,-2.4057,-4.8008,7.903,0.163,10.56244,1.4095,1.4,0.9165,4.93,7.874,-2.4046,1.83,6.0
SSPP-1-Ir,5e-05,-4.9944,-5.0181,-2.4149,-4.94177,-2.4057,-7.0859,9.12,1.57,10.56244,1.4095,1.35,0.9165,5.55,22.56,-2.4046,2.2,7.0
SSPP-1-Y,-1.35578,-2.4603,-3.602,2.5942,-4.94177,-2.4057,-4.2729,6.22,0.307,10.56244,1.4095,1.8,0.9165,3.2,4.472,-2.4046,1.22,1.0
SSPP-1-Zn,0.18379,-0.6498,-5.8522,-6.6672,-4.94177,-2.4057,-0.717,9.394,0.0,10.56244,1.4095,1.35,0.9165,4.1,7.14,-2.4046,1.65,10.0
CCCB-Ag,0.75892,-3.8403,-4.5659,-3.7706,-1.70383,-3.959,-2.0183,7.576,1.302,7.96683,1.26548,1.6,0.69275,4.45,10.49,-0.59071,1.93,10.0
CCCB-Cd,0.68449,-0.7368,-5.4994,-7.6339,-1.70383,-3.959,-0.3509,8.994,0.0,7.96683,1.26548,1.55,0.69275,4.05,8.65,-0.59071,1.69,10.0
CCCB-Co,0.43479,-3.9152,-3.9463,-1.6744,-1.70383,-3.959,-5.1966,7.881,0.66,7.96683,1.26548,1.35,0.69275,5.1,8.9,-0.59071,1.88,7.0
CCCB-Cr,-0.87839,-1.6383,-3.5634,-0.0056,-1.70383,-3.959,-3.5882,6.767,0.666,7.96683,1.26548,1.4,0.69275,4.65,7.19,-0.59071,1.66,5.0
CCCB-Fe,0.04383,-4.2604,-4.3671,-1.1981,-1.70383,-3.959,-4.8008,7.903,0.163,7.96683,1.26548,1.4,0.69275,4.93,7.874,-0.59071,1.83,6.0
CCCB-Hf,-2.00998,-2.9349,-4.3792,2.1396,-1.70383,-3.959,-6.4029,6.825,0.0,7.96683,1.26548,1.55,0.69275,3.55,13.31,-0.59071,1.3,2.0
CCCB-Hg,-0.33011,-0.7065,-6.681,-6.1561,-1.70383,-3.959,0.3374,10.438,0.0,7.96683,1.26548,1.5,0.69275,4.2,13.534,-0.59071,2.0,10.0
CCCB-Ir,-0.01493,-4.9944,-5.0181,-2.4149,-1.70383,-3.959,-7.0859,9.12,1.57,7.96683,1.26548,1.35,0.69275,5.55,22.56,-0.59071,2.2,7.0
CCCB-Mn,-0.43427,-3.4853,-4.3042,-0.5789,-1.70383,-3.959,-3.1315,7.434,0.0,7.96683,1.26548,1.4,0.69275,4.45,7.47,-0.59071,1.55,5.0
CCCB-Mo,-1.01238,-1.7437,-4.5378,-0.1961,-1.70383,-3.959,-5.705,7.092,0.745,7.96683,1.26548,1.45,0.69275,4.65,10.28,-0.59071,2.16,5.0
CCCB-Nb,-1.38609,-1.9019,-3.643,1.3534,-1.70383,-3.959,-6.5678,6.759,0.892,7.96683,1.26548,1.45,0.69275,4.0,8.57,-0.59071,1.6,4.0
CCCB-Ni,0.2341,-3.7066,-3.88,-1.5395,-1.70383,-3.959,-4.4744,7.64,1.16,7.96683,1.26548,1.35,0.69275,5.2,8.908,-0.59071,1.91,8.0
CCCB-Os,-0.71514,-4.6506,-5.2144,-1.7538,-1.70383,-3.959,-7.8962,8.71,1.1,7.96683,1.26548,1.3,0.69275,5.4,22.59,-0.59071,2.2,6.0
CCCB-Pd,0.7428,-3.2381,-3.9768,-1.4843,-1.70383,-3.959,-3.0964,8.337,0.557,7.96683,1.26548,1.4,0.69275,5.45,12.023,-0.59071,2.2,10.0
CCCB-Pt,0.61998,-4.9378,-5.5279,-2.3468,-1.70383,-3.959,-4.9436,9.02,2.128,7.96683,1.26548,1.35,0.69275,5.65,21.45,-0.59071,2.28,9.0
CCCB-Re,-1.11307,-3.2531,-4.6675,-0.4274,-1.70383,-3.959,-7.1054,7.88,0.15,7.96683,1.26548,1.35,0.69275,5.4,21.02,-0.59071,1.9,5.0
CCCB-Rh,0.32447,-3.2357,-3.9932,-1.7582,-1.70383,-3.959,-5.4804,7.459,1.137,7.96683,1.26548,1.35,0.69275,5.4,12.45,-0.59071,2.28,8.0
CCCB-Ru,-0.15093,-3.7016,-4.6195,-1.515,-1.70383,-3.959,-6.5823,7.361,1.05,7.96683,1.26548,1.3,0.69275,5.4,12.37,-0.59071,2.2,7.0
CCCB-Sc,-1.00912,-3.2576,-3.8073,2.2982,-1.70383,-3.959,-4.1601,6.562,0.188,7.96683,1.26548,1.6,0.69275,3.25,2.985,-0.59071,1.36,1.0
CCCB-Ta,-1.75415,-2.3395,-4.1118,1.7577,-1.70383,-3.959,-7.9459,7.89,0.32,7.96683,1.26548,1.45,0.69275,4.05,16.65,-0.59071,1.5,3.0
CCCB-Tc,-0.57911,-3.0741,-4.8318,-0.4865,-1.70383,-3.959,-6.4378,7.28,0.55,7.96683,1.26548,1.35,0.69275,5.3,11.5,-0.59071,1.9,5.0
CCCB-Ti,-1.53265,-2.8395,-2.8715,1.57,-1.70383,-3.959,-5.4049,6.828,0.079,7.96683,1.26548,1.4,0.69275,3.65,4.507,-0.59071,1.54,2.0
CCCB-V,-1.25528,-1.7318,-2.8683,1.1689,-1.70383,-3.959,-5.0589,6.746,0.524,7.96683,1.26548,1.35,0.69275,4.25,6.11,-0.59071,1.63,3.0
CCCB-W,-1.44103,-2.6786,-4.0064,0.0262,-1.70383,-3.959,-7.7397,7.98,0.815,7.96683,1.26548,1.35,0.69275,4.8,19.25,-0.59071,2.36,4.0
CCCB-Y,-0.94499,-2.4603,-3.602,2.5942,-1.70383,-3.959,-4.2729,6.22,0.307,7.96683,1.26548,1.8,0.69275,3.2,4.472,-0.59071,1.22,1.0
CCCB-Zn,0.16353,-0.6498,-5.8522,-6.6672,-1.70383,-3.959,-0.717,9.394,0.0,7.96683,1.26548,1.35,0.69275,4.1,7.14,-0.59071,1.65,10.0
CCCB-Zr,-1.67937,-2.7471,-2.8313,1.7376,-1.70383,-3.959,-6.2538,6.634,0.426,7.96683,1.26548,1.55,0.69275,3.4,6.511,-0.59071,1.33,2.0
CCCN-Ag,-0.4091,-3.8403,-4.5659,-3.7706,-2.5092,-3.8117,-2.0183,7.576,1.302,7.91707,1.21455,1.6,0.61375,4.45,10.49,0.71983,1.93,10.0
CCCN-Au,-0.66745,-5.2426,-5.9456,-3.2861,-2.5092,-3.8117,-2.4188,9.225,2.309,7.91707,1.21455,1.35,0.61375,5.15,19.3,0.71983,2.54,10.0
CCCN-Cd,0.58278,-0.7368,-5.4994,-7.6339,-2.5092,-3.8117,-0.3509,8.994,0.0,7.91707,1.21455,1.55,0.61375,4.05,8.65,0.71983,1.69,10.0
CCCN-Co,0.57125,-3.9152,-3.9463,-1.6744,-2.5092,-3.8117,-5.1966,7.881,0.66,7.91707,1.21455,1.35,0.61375,5.1,8.9,0.71983,1.88,7.0
CCCN-Cr,-0.98511,-1.6383,-3.5634,-0.0056,-2.5092,-3.8117,-3.5882,6.767,0.666,7.91707,1.21455,1.4,0.61375,4.65,7.19,0.71983,1.66,5.0
CCCN-Cu,-0.32565,-3.9515,-4.7251,-2.3336,-2.5092,-3.8117,-3.0383,7.727,1.227,7.91707,1.21455,1.35,0.61375,4.55,8.96,0.71983,1.9,10.0
CCCN-Fe,0.3516,-4.2604,-4.3671,-1.1981,-2.5092,-3.8117,-4.8008,7.903,0.163,7.91707,1.21455,1.4,0.61375,4.93,7.874,0.71983,1.83,6.0
CCCN-Hf,-1.95502,-2.9349,-4.3792,2.1396,-2.5092,-3.8117,-6.4029,6.825,0.0,7.91707,1.21455,1.55,0.61375,3.55,13.31,0.71983,1.3,2.0
CCCN-Hg,-0.05741,-0.7065,-6.681,-6.1561,-2.5092,-3.8117,0.3374,10.438,0.0,7.91707,1.21455,1.5,0.61375,4.2,13.534,0.71983,2.0,10.0
CCCN-Ir,0.19122,-4.9944,-5.0181,-2.4149,-2.5092,-3.8117,-7.0859,9.12,1.57,7.91707,1.21455,1.35,0.61375,5.55,22.56,0.71983,2.2,7.0
CCCN-Mn,0.02264,-3.4853,-4.3042,-0.5789,-2.5092,-3.8117,-3.1315,7.434,0.0,7.91707,1.21455,1.4,0.61375,4.45,7.47,0.71983,1.55,5.0
CCCN-Nb,-1.58301,-1.9019,-3.643,1.3534,-2.5092,-3.8117,-6.5678,6.759,0.892,7.91707,1.21455,1.45,0.61375,4.0,8.57,0.71983,1.6,4.0
CCCN-Ni,0.37164,-3.7066,-3.88,-1.5395,-2.5092,-3.8117,-4.4744,7.64,1.16,7.91707,1.21455,1.35,0.61375,5.2,8.908,0.71983,1.91,8.0
